,Time,S1,S2,S3,S4,S5,Event_val,ElapasedTime
310,38:37.7,4.300003052,-1.242401123,9.884017944,0.948994093,0.952335759,-999,5998
311,38:37.7,4.446044922,-1.253173828,9.125061035,0.948725108,0.952449932,-999,6031
312,38:37.7,4.428085327,-1.120300293,10.35687256,0.948676201,0.95247069,-999,6037
313,38:37.8,3.976776123,-0.912002563,11.44743347,0.948464273,0.952560645,-999,6063
314,38:37.8,3.479980469,-1.623077393,9.771499634,0.948301251,0.95262984,-999,6083
315,38:37.8,3.538635254,-0.823410034,9.746353149,0.94814638,0.952695576,-999,6102
316,38:37.8,2.527084351,-0.801864624,8.625869751,0.947999661,0.952757852,-999,6120
317,38:37.8,3.524276733,-1.137054443,9.898391724,0.94784479,0.952823588,-999,6139
318,38:37.9,3.037063599,-1.649414063,10.33772278,0.947649164,0.952906623,-999,6163
319,38:37.9,2.41217041,-1.259170532,9.740371704,0.947510596,0.952965439,-999,6180
320,38:37.9,2.479202271,-1.128677368,8.356521606,0.947339423,0.953038095,-999,6201
321,38:37.9,2.048248291,-1.486602783,8.242797852,0.947209005,0.953093451,-999,6217
322,38:37.9,2.21585083,-1.285491943,8.333770752,0.947086739,0.953145348,-999,6232
323,38:37.9,1.86390686,-1.144241333,7.890838623,0.946899264,0.953224923,-999,6255
324,38:38.0,1.898605347,-1.393234253,7.423980713,0.946744393,0.953290659,-999,6274
325,38:38.0,1.543075562,-1.582382202,7.236038208,0.946622127,0.953342555,-999,6289
326,38:38.0,2.498352051,-1.420776367,9.263931274,0.946450954,0.953415211,-999,6310
327,38:38.0,1.534698486,-1.578781128,9.546447754,0.946296084,0.953480947,-999,6329
328,38:38.0,1.898620605,-1.271133423,8.482208252,0.946133062,0.953550142,-999,6349
329,38:38.1,1.660385132,-1.550064087,8.113510132,0.945978191,0.953615878,-999,6368
330,38:38.1,2.272109985,-0.473861694,8.399612427,0.945807018,0.953688534,-999,6389
331,38:38.1,3.246551514,-0.973052979,8.829376221,0.945578788,0.953785408,-999,6417
332,38:38.1,3.026275635,-1.168182373,9.63381958,0.94544022,0.953844224,-999,6434
333,38:38.1,3.725387573,-0.883270264,9.873245239,0.945326104,0.953892661,-999,6448
334,38:38.2,3.416534424,-1.283096313,10.17372131,0.945154932,0.953965316,-999,6469
335,38:38.2,3.774475098,-1.631454468,9.849304199,0.944820737,0.954107167,-999,6510
336,38:38.2,3.614059448,-0.832992554,9.228012085,0.94477183,0.954127926,-999,6516
337,38:38.2,4.289230347,-0.745605469,9.03288269,0.944592507,0.954204041,-999,6538
338,38:38.2,4.016281128,-0.916793823,9.37046814,0.944478391,0.954252478,-999,6552
339,38:38.3,4.599273682,-0.838989258,9.13343811,0.944364276,0.954300915,-999,6566
340,38:38.3,5.187057495,-0.920379639,9.658966064,0.944193103,0.954373571,-999,6587
341,38:38.3,5.409713745,-1.134658813,10.88719177,0.944046384,0.954435847,-999,6605
342,38:38.3,4.042617798,-1.733215332,9.079574585,0.9437937,0.9545431,-999,6636
343,38:38.3,5.882568359,-1.201705933,9.18611145,0.94364698,0.954605376,-999,6654
344,38:38.4,4.467590332,-1.369293213,10.52088928,0.943532865,0.954653813,-999,6668
345,38:38.4,4.389785767,-1.644622803,9.508132935,0.943402448,0.95470917,-999,6684
346,38:38.4,4.217407227,-1.155014038,8.293075562,0.943149764,0.954816423,-999,6715
347,38:38.4,4.734542847,-0.867706299,9.110687256,0.943035649,0.95486486,-999,6729
348,38:38.4,4.459213257,-0.951507568,9.925918579,0.942921534,0.954913297,-999,6743
349,38:38.5,4.593292236,-1.336975098,9.280685425,0.94274221,0.954989412,-999,6765
350,38:38.5,5.152328491,-1.199295044,9.71282959,0.94259549,0.955051688,-999,6783
351,38:38.6,4.882995605,-1.511749268,10.1126709,0.941927101,0.95533539,-999,6865
352,38:38.6,3.985153198,-1.461471558,9.351303101,0.941902648,0.95534577,-999,6868
353,38:38.6,4.544204712,-1.218460083,7.857330322,0.941861892,0.955363068,-999,6873
354,38:38.6,4.426895142,-0.703704834,7.644241333,0.941788533,0.955394207,-999,6882
355,38:38.6,3.640396118,-1.184936523,7.677764893,0.941764079,0.955404586,-999,6885
356,38:38.6,3.622436523,-1.259155273,7.492218018,0.941633662,0.955459942,-999,6901
357,38:38.6,3.676547241,-1.245031738,7.555184937,0.941564682,0.955505459,1000,6912
358,38:38.6,3.892990112,-1.188537598,7.807052612,0.941288764,0.955687525,-999,6956
359,38:38.7,4.139587402,-1.316619873,8.909591675,0.941271362,0.955700447,-999,6959
360,38:38.7,4.574127197,-1.803848267,9.028091431,0.94125396,0.955713369,-999,6962
361,38:38.7,3.802001953,-1.433944702,9.728393555,0.941091537,0.955833976,-999,6990
362,38:38.7,3.469207764,-0.910812378,9.10949707,0.941033529,0.95587705,-999,7000
363,38:38.7,4.720184326,-1.149032593,8.770721436,0.9408247,0.956032115,-999,7036
364,38:38.7,3.436889648,-0.762359619,8.141036987,0.940795696,0.956053652,-999,7041
365,38:38.8,4.447250366,-0.825805664,8.501373291,0.940627472,0.956178566,-999,7070
366,38:38.8,3.632019043,-1.837356567,7.887252808,0.940488253,0.956281943,-999,7094
367,38:38.8,4.672302246,-0.579208374,9.097518921,0.940383838,0.956359476,-999,7112
368,38:38.8,4.243743896,-1.074813843,8.125488281,0.940273623,0.956441316,-999,7131
369,38:38.8,3.864257813,-1.269927979,9.005355835,0.940233017,0.956471468,-999,7138
370,38:38.9,3.557800293,-1.060440063,9.965423584,0.940117001,0.956557616,-999,7158
371,38:38.9,4.329925537,-1.454284668,8.975418091,0.940000985,0.956643763,-999,7178
372,38:38.9,4.128814697,-0.912002563,9.126251221,0.93982116,0.956777292,-999,7209
373,38:38.9,3.977981567,-1.374084473,8.621078491,0.939745749,0.956833288,-999,7222
374,38:38.9,5.139175415,-0.928756714,9.913955688,0.939583327,0.956953895,-999,7250
375,38:38.9,4.292816162,-1.363311768,10.52806091,0.939542721,0.956984047,-999,7257
376,38:39.0,3.736160278,-1.369293213,8.488204956,0.939368697,0.957113268,-999,7287
377,38:39.0,4.661529541,-0.938339233,8.398422241,0.93925268,0.957199416,-999,7307
378,38:39.0,5.136764526,-1.098754883,9.409973145,0.939183071,0.957251104,-999,7319
379,38:39.0,4.248519897,-1.219650269,9.539260864,0.939043851,0.957354481,-999,7343
380,38:39.1,4.577728271,-1.207687378,7.884857178,0.93889303,0.957466473,-999,7369
381,38:39.1,5.226547241,-1.268737793,8.931137085,0.938806018,0.957531084,-999,7384
382,38:39.1,4.246124268,-1.672164917,8.175750732,0.938742209,0.957578465,-999,7395
383,38:39.1,6.185424805,-0.728851318,8.781494141,0.938626193,0.957664613,-999,7415
384,38:39.1,3.945648193,-1.117904663,8.925140381,0.938504376,0.957755068,-999,7436
385,38:39.1,4.784820557,-1.201705933,7.248001099,0.938399962,0.957832601,-999,7454
386,38:39.2,6.333877563,-0.473861694,8.349334717,0.938260742,0.957935978,-999,7478
387,38:39.2,5.276824951,-1.068832397,9.618270874,0.938138925,0.958026433,-999,7499
388,38:39.2,4.893768311,-0.900039673,9.59312439,0.937993905,0.958134117,-999,7524
389,38:39.2,5.133178711,-1.523727417,8.070419312,0.937941698,0.958172884,-999,7533
390,38:39.3,4.677078247,-1.040100098,8.486999512,0.937785076,0.958289183,-999,7560
391,38:39.3,5.029037476,-0.416397095,8.135055542,0.937645856,0.95839256,-999,7584
392,38:39.3,5.179870605,-1.235214233,8.047668457,0.93759945,0.958427019,-999,7592
393,38:39.3,4.982345581,-0.722854614,8.713256836,0.937471832,0.958521782,-999,7614
394,38:39.3,6.329086304,-1.169372559,10.47418213,0.93731521,0.958638081,-999,7641
395,38:39.4,5.203811646,-2.374862671,11.35406494,0.937187593,0.958732843,-999,7663
396,38:39.4,4.396972656,-1.758346558,9.705657959,0.937141186,0.958767302,-999,7671
397,38:39.4,5.52583313,-1.297470093,8.560028076,0.93702517,0.95885345,-999,7691
398,38:39.4,3.341110229,-1.189727783,7.751983643,0.936856946,0.958978364,-999,7720
399,38:39.4,4.017486572,-0.742019653,6.711700439,0.936769934,0.959042975,-999,7735
400,38:39.4,4.692642212,-1.145431519,7.303070068,0.936682922,0.959107585,-999,7750
401,38:39.5,2.964035034,-1.375274658,7.937530518,0.936508898,0.959236807,-999,7780
402,38:39.5,4.410140991,-1.411193848,8.488204956,0.936143447,0.959508172,-999,7843
403,38:39.5,3.912139893,-1.724838257,8.947891235,0.936085439,0.959551246,-999,7853
404,38:39.5,2.645599365,-1.172973633,8.820999146,0.936068036,0.959564168,-999,7856
405,38:39.6,4.735748291,-1.627868652,8.728820801,0.936044833,0.959581397,-999,7860
406,38:39.6,2.94367981,-1.453094482,9.515319824,0.935992626,0.959620164,-999,7869
407,38:39.6,3.954040527,-1.429153442,9.650588989,0.93587661,0.959706311,-999,7889
408,38:39.6,4.007478027,-1.867573852,9.45005188,0.93581644,0.959749092,1000,7901
409,38:39.6,4.065368652,-2.342529297,9.232803345,0.935751256,0.959795438,-999,7914
410,38:39.6,3.653564453,-1.550048828,9.050842285,0.935605465,0.959893353,-999,7948
411,38:39.6,3.855865479,-1.644622803,7.746002197,0.935592601,0.959901992,-999,7951
412,38:39.7,4.058181763,-1.681747437,8.109924316,0.935485401,0.959973988,-999,7976
413,38:39.7,3.926498413,-1.101150513,9.22442627,0.93536105,0.960057503,-999,8005
414,38:39.7,5.133178711,-1.123886108,10.50891113,0.93533961,0.960071903,-999,8010
415,38:39.7,3.556594849,-1.599136353,9.878036499,0.935266714,0.96012086,-999,8027
416,38:39.7,3.653564453,-0.991012573,9.536865234,0.935185242,0.960175577,-999,8046
417,38:39.8,4.162322998,-0.627090454,8.052459717,0.935099483,0.960233174,-999,8066
418,38:39.8,2.363098145,-0.478652954,6.812255859,0.935013723,0.960290771,-999,8086
419,38:39.8,4.425689697,-0.325424194,8.297866821,0.934790748,0.960440522,-999,8138
420,38:39.8,3.798416138,-1.034103394,9.581161499,0.934773596,0.960452042,-999,8142
421,38:39.8,3.798416138,-1.732009888,11.40553284,0.934752156,0.960466441,-999,8147
422,38:39.9,4.394577026,-2.293457031,9.953460693,0.934670684,0.960521158,-999,8166
423,38:39.9,3.062194824,-2.098327637,9.632629395,0.934567773,0.960590274,-999,8190
424,38:39.9,4.469985962,-1.933120728,9.905578613,0.934451997,0.96066803,-999,8217
425,38:39.9,2.922134399,-2.014526367,9.044845581,0.934421981,0.960688189,-999,8224
426,38:39.9,4.177902222,-2.133041382,9.089141846,0.93431907,0.960757305,-999,8248
427,38:40.0,4.246139526,-2.273101807,8.799453735,0.934224734,0.960820661,-999,8270
428,38:40.0,4.564559937,-2.330566406,9.388427734,0.934121822,0.960889778,-999,8294
429,38:40.0,3.878616333,-2.061218262,8.425949097,0.934048927,0.960938735,-999,8311
430,38:40.0,4.628005981,-1.680541992,7.931549072,0.933924575,0.96102225,-999,8340
431,38:40.0,5.207397461,-1.115509033,8.087173462,0.933877407,0.961053929,-999,8351
432,38:40.1,4.872207642,-0.667800903,8.097946167,0.933761632,0.961131684,-999,8378
433,38:40.1,4.219802856,-0.764755249,7.839370728,0.933731616,0.961151843,-999,8385
434,38:40.1,5.256484985,-0.925170898,8.196105957,0.93363728,0.9612152,-999,8407
435,38:40.1,5.483932495,-0.951507568,9.59072876,0.93355152,0.961272796,-999,8427
436,38:40.1,3.726593018,-1.268737793,7.997390747,0.933470049,0.961327513,-999,8446
437,38:40.2,3.293243408,-0.512176514,6.25680542,0.933380001,0.96138799,-999,8467
438,38:40.2,5.27444458,-0.391265869,7.122314453,0.933298529,0.961442707,-999,8486
439,38:40.2,5.10206604,-0.33380127,9.002960205,0.933204194,0.961506064,-999,8508
440,38:40.2,3.976776123,-1.528503418,9.54045105,0.93312701,0.961557901,-999,8526
441,38:40.2,5.49949646,-1.299865723,8.484619141,0.933049826,0.961609738,-999,8544
442,38:40.3,4.963195801,-1.223251343,9.50692749,0.932942627,0.961681734,-999,8569
443,38:40.3,5.345062256,-1.817001343,9.295043945,0.932861155,0.961736451,-999,8588
444,38:40.3,4.82194519,-0.872497559,8.154205322,0.932749667,0.961811327,-999,8614
445,38:40.3,5.950790405,-1.414779663,7.859725952,0.932668196,0.961866044,-999,8633
446,38:40.3,5.517440796,-1.207687378,8.668960571,0.932642468,0.961883323,-999,8639
447,38:40.4,5.902908325,-1.723632813,9.216033936,0.932513828,0.961969718,-999,8669
448,38:40.4,5.088882446,-1.644638062,8.830566406,0.932423781,0.962030195,-999,8690
449,38:40.4,6.120788574,-2.021713257,8.923950195,0.932363749,0.962070512,-999,8704
450,38:40.4,4.156341553,-1.363311768,9.200485229,0.932303717,0.96211083,-999,8718
451,38:40.4,5.155929565,-1.016143799,7.956695557,0.932222245,0.962165547,-999,8737
452,38:40.4,3.580535889,-0.955093384,7.390457153,0.932136486,0.962223144,-999,8757
453,38:40.5,5.79397583,-0.53012085,7.689727783,0.931866343,0.962404574,-999,8820
454,38:40.5,5.406112671,-1.012557983,8.923950195,0.931836327,0.962424733,-999,8827
455,38:40.5,4.449630737,-1.709274292,10.39160156,0.931806311,0.962444892,-999,8834
456,38:40.5,5.036209106,-0.842575073,9.309417725,0.931793447,0.962453531,-999,8837
457,38:40.5,4.774047852,-1.034103394,8.629455566,0.931716263,0.962505368,-999,8855
458,38:40.6,5.063751221,-0.836578369,8.715652466,0.931544744,0.962620562,-999,8895
459,38:40.6,4.097686768,-0.402038574,8.478622437,0.931523304,0.962634961,-999,8900
460,38:40.6,4.457664939,-0.519211713,8.460031846,0.931490746,0.962660096,1000,8908
461,38:40.6,4.862640381,-0.651031494,8.439117432,0.931454118,0.962688373,-999,8917
462,38:40.6,5.048187256,-0.743209839,8.545654297,0.931353348,0.962776116,-999,8943
463,38:40.7,4.219787598,-1.043685913,9.097518921,0.931275833,0.962843611,-999,8963
464,38:40.7,4.578918457,-1.213668823,8.224838257,0.931190567,0.962917856,-999,8985
465,38:40.7,3.447662354,-0.710891724,7.816635132,0.9311053,0.9629921,-999,9007
466,38:40.7,4.444839478,-1.105926514,7.092391968,0.93107817,0.963015723,-999,9014
467,38:40.7,4.860244751,-1.085586548,7.780715942,0.93100453,0.963079843,-999,9033
468,38:40.8,4.188674927,-1.138259888,8.980209351,0.930884382,0.963184461,-999,9064
469,38:40.8,5.64553833,-1.735610962,9.2315979,0.930810742,0.963248581,-999,9083
470,38:40.8,4.249725342,-1.819412231,9.2603302,0.930771985,0.963282328,-999,9093
471,38:40.8,4.903335571,-1.387252808,8.977813721,0.930667339,0.963373446,-999,9120
472,38:40.8,4.554977417,-1.135864258,8.254776001,0.930597576,0.963434192,-999,9138
473,38:40.8,4.818344116,-0.786300659,9.23399353,0.930531688,0.963491563,-999,9155
474,38:40.9,4.163528442,-1.099945068,9.18132019,0.930450297,0.963562432,-999,9176
475,38:40.9,4.475967407,-0.818634033,8.713256836,0.930345652,0.963653551,-999,9203
476,38:40.9,3.900177002,-1.016159058,8.249984741,0.93031077,0.963683923,-999,9212
477,38:40.9,5.284011841,-1.261550903,9.472213745,0.93023713,0.963748043,-999,9231
478,38:40.9,3.980377197,-0.907211304,9.918731689,0.930159615,0.963815538,-999,9251
479,38:41.1,4.668701172,-1.110717773,9.512924194,0.929686773,0.964227258,-999,9373
480,38:41.1,4.430480957,-1.001785278,9.202865601,0.929640264,0.964267755,-999,9385
481,38:41.1,4.582504272,-0.920379639,9.409973145,0.929620885,0.964284628,-999,9390
482,38:41.1,3.829544067,-0.598358154,8.707275391,0.92959763,0.964304877,-999,9396
483,38:41.1,4.570541382,-1.189727783,8.384048462,0.929531742,0.964362247,-999,9413
484,38:41.1,3.906158447,-1.007766724,8.825790405,0.929512364,0.964379121,-999,9418
485,38:41.1,4.058181763,-1.726028442,8.062042236,0.929473606,0.964412869,-999,9428
486,38:41.1,4.282043457,-1.281906128,9.350112915,0.929434848,0.964446616,-999,9438
487,38:41.1,2.990371704,-1.639831543,8.193710327,0.929411594,0.964466865,-999,9444
488,38:41.1,4.860244751,-1.147827148,8.008163452,0.929392215,0.964483738,-999,9449
489,38:41.2,2.323577881,-1.461471558,8.113510132,0.929260439,0.96459848,-999,9483
490,38:41.2,4.684265137,-1.723632813,8.184143066,0.929233309,0.964622103,-999,9490
491,38:41.2,3.183105469,-1.286697388,8.706085205,0.929128664,0.964713221,-999,9517
492,38:41.2,4.690261841,-1.341766357,9.862472534,0.929089906,0.964746969,-999,9527
493,38:41.2,2.980789185,-1.254379272,8.988586426,0.928993012,0.964831337,-999,9552
494,38:41.3,4.534622192,-1.211273193,9.378845215,0.928919373,0.964895458,-999,9571
495,38:41.3,3.955230713,-1.281906128,9.19569397,0.92883023,0.964973077,-999,9594
496,38:41.3,4.205429077,-1.522521973,9.54284668,0.928741088,0.965050696,-999,9617
497,38:41.3,3.890594482,-1.439926147,9.499755859,0.928667448,0.965114816,-999,9636
498,38:41.3,4.216201782,-1.291488647,9.576370239,0.928597685,0.965175562,-999,9654
499,38:41.4,3.894180298,-1.429153442,9.769104004,0.928512418,0.965249806,-999,9676
500,38:41.4,3.635604858,-1.639846802,9.278289795,0.928415524,0.965334175,-999,9701
501,38:41.4,4.327529907,-1.237609863,9.819381714,0.928400021,0.965347674,-999,9705
502,38:41.4,3.791229248,-1.492599487,9.326171875,0.9282915,0.965442167,-999,9733
503,38:41.4,3.657150269,-1.322616577,8.674957275,0.928213985,0.965509662,-999,9753
504,38:41.5,3.055007935,-1.224441528,8.302642822,0.927919427,0.965766142,-999,9829
505,38:41.5,3.232177734,-0.945526123,8.685714722,0.927903924,0.965779641,-999,9833
506,38:41.5,4.247329712,-1.155014038,9.278289795,0.927896173,0.965786391,-999,9835
507,38:41.5,2.45765686,-1.733215332,8.472640991,0.927861291,0.965816764,-999,9844
508,38:41.5,3.877426147,-1.565612793,8.318222046,0.927849664,0.965826888,-999,9847
509,38:41.6,3.708633423,-1.463867188,8.864089966,0.927787652,0.965880884,-999,9863
510,38:41.6,3.909744263,-1.400421143,9.757125854,0.927671379,0.965982126,-999,9893
511,38:41.6,3.946853638,-1.391441346,9.40158844,0.927649778,0.965995355,1000,9898
512,38:41.6,3.983963013,-1.382461548,9.046051025,0.927628177,0.966008585,-999,9903
513,38:41.6,3.536254883,-0.957489014,9.031677246,0.927490002,0.966064178,-999,9932
514,38:41.6,4.405349731,-1.067626953,8.909576416,0.927442355,0.966083348,-999,9942
515,38:41.7,4.428085327,-1.268737793,8.858108521,0.927318475,0.966133189,-999,9968
516,38:41.7,4.622009277,-1.126281738,9.36088562,0.927213652,0.966175363,-999,9990
517,38:41.7,4.855453491,-1.159805298,8.903594971,0.927089771,0.966225205,-999,10016
518,38:41.7,4.649551392,-1.354934692,8.445114136,0.927056419,0.966238624,-999,10023
519,38:41.7,4.923690796,-1.111923218,8.66178894,0.92697542,0.966271213,-999,10040
520,38:41.8,4.638778687,-1.595550537,7.886062622,0.926870598,0.966313387,-999,10062
521,38:41.8,5.564147949,-1.481811523,8.531295776,0.926761011,0.966357478,-999,10085
522,38:41.8,5.15234375,-1.626663208,8.728820801,0.926670482,0.9663939,-999,10104
523,38:41.8,5.44921875,-1.552459717,8.94430542,0.926584719,0.966428406,-999,10122
524,38:41.8,5.641952515,-1.077209473,9.158584595,0.926508484,0.966459078,-999,10138
525,38:41.9,4.717788696,-1.151412964,8.156600952,0.926408427,0.966499335,-999,10159
526,38:41.9,5.303161621,-0.569625854,7.913589478,0.926236899,0.966568347,-999,10195
527,38:41.9,5.60005188,-0.761169434,8.552841187,0.926222605,0.966574098,-999,10198
528,38:41.9,4.940444946,-1.280700684,8.351730347,0.926113019,0.966618188,-999,10221
529,38:41.9,5.257675171,-1.568008423,7.744796753,0.926008196,0.966660362,-999,10243
530,38:42.0,4.803985596,-1.546463013,7.803466797,0.925865257,0.966717872,-999,10273
531,38:42.0,4.973968506,-1.364501953,7.784301758,0.92582714,0.966733208,-999,10281
532,38:42.0,5.609619141,-1.439926147,8.878463745,0.925750905,0.96676388,-999,10297
533,38:42.0,4.966781616,-1.733215332,9.898391724,0.925655612,0.96680222,-999,10317
534,38:42.0,4.370635986,-1.438720703,8.712051392,0.925560319,0.96684056,-999,10337
535,38:42.1,4.218597412,-1.979812622,7.342575073,0.925426909,0.966894235,-999,10365
536,38:42.1,4.894958496,-1.269927979,8.275115967,0.925336381,0.966930658,-999,10384
537,38:42.1,4.544204712,-0.982635498,8.825790405,0.925279205,0.966953662,-999,10396
538,38:42.1,4.503509521,-1.383651733,8.797058105,0.925183912,0.966992002,-999,10416
539,38:42.2,4.414916992,-1.129867554,9.36088562,0.924969503,0.967078267,-999,10461
540,38:42.2,4.718978882,-0.995803833,9.32258606,0.924950444,0.967085935,-999,10465
541,38:42.2,4.001922607,-1.169372559,8.301452637,0.924840857,0.967130025,-999,10488
542,38:42.2,4.655532837,-1.184936523,8.566009521,0.924807505,0.967143444,-999,10495
543,38:42.2,4.018676758,-1.096359253,8.743179321,0.924712212,0.967181784,-999,10515
544,38:42.2,4.523864746,-1.206481934,8.530105591,0.924612154,0.967222041,-999,10536
545,38:42.3,4.764480591,-1.298675537,8.695297241,0.924483509,0.9672738,-999,10563
546,38:42.3,4.271270752,-1.023330688,9.352508545,0.924388216,0.96731214,-999,10583
547,38:42.3,4.605270386,-1.226837158,9.359695435,0.924302452,0.967346646,-999,10601
548,38:42.3,5.07093811,-1.356124878,9.50453186,0.924192865,0.967390736,-999,10624
549,38:42.3,4.118041992,-1.243591309,9.07359314,0.924107102,0.967425242,-999,10642
550,38:42.4,4.782424927,-1.010162354,8.611495972,0.924021338,0.967459748,-999,10660
551,38:42.4,4.538223267,-0.755187988,8.660583496,0.92393081,0.967496171,-999,10679
552,38:42.4,4.103668213,-0.871292114,8.283493042,0.923821223,0.967540262,-999,10702
553,38:42.4,4.331115723,-0.882080078,8.011749268,0.923706871,0.96758627,-999,10726
554,38:42.4,4.596878052,-1.120300293,8.305053711,0.923606813,0.967626526,-999,10747
555,38:42.5,3.918121338,-1.465057373,8.050064087,0.923192289,0.967793305,-999,10834
556,38:42.5,4.199447632,-1.699691772,7.780715942,0.923177995,0.967799056,-999,10837
557,38:42.5,3.822357178,-1.761947632,7.650238037,0.923163701,0.967804807,-999,10840
558,38:42.5,4.272460938,-1.955871582,8.088378906,0.923149407,0.967810558,-999,10843
559,38:42.5,4.696243286,-2.137832642,8.457077026,0.923101761,0.967829728,-999,10853
560,38:42.5,4.598068237,-2.134246826,9.66015625,0.923087467,0.967835479,-999,10856
561,38:42.6,4.311965942,-2.231216431,9.425537109,0.922944527,0.967892988,-999,10886
562,38:42.6,4.607650757,-1.771514893,9.092727661,0.922896881,0.967912158,-999,10896
563,38:42.6,4.697433472,-1.245986938,8.697692871,0.922787294,0.967956249,-999,10919
564,38:42.6,4.707930345,-1.258418743,8.751425523,0.92277791,0.967963065,1000,10922
565,38:42.6,4.788406372,-1.353729248,9.163375854,0.922705966,0.968015319,-999,10945
566,38:42.6,4.929672241,-1.254379272,9.465042114,0.922679735,0.968036183,-999,10954
567,38:42.7,4.759674072,-1.195709229,9.534469604,0.922615616,0.968087184,-999,10976
568,38:42.7,4.835098267,-1.284301758,9.187316895,0.922536924,0.968149777,-999,11003
569,38:42.7,4.534637451,-1.298660278,9.012527466,0.922481548,0.968193823,-999,11022
570,38:42.7,4.622024536,-0.995803833,9.414764404,0.922464061,0.968207732,-999,11028
571,38:42.7,4.152755737,-1.243606567,9.216033936,0.922388283,0.968268006,-999,11054
572,38:42.8,4.583709717,-1.159805298,9.049636841,0.922222156,0.968400145,-999,11111
573,38:42.8,4.432876587,-1.474639893,8.93711853,0.922204668,0.968414055,-999,11117
574,38:42.8,4.373016357,-1.230438232,9.004150391,0.922187181,0.968427964,-999,11123
575,38:42.8,4.475967407,-1.071212769,8.911972046,0.92213472,0.968469692,-999,11141
576,38:42.8,4.430480957,-1.226837158,8.757553101,0.922120147,0.968481283,-999,11146
577,38:42.9,4.074951172,-0.898834229,8.374481201,0.922058942,0.968529966,-999,11167
578,38:42.9,4.763275146,-1.234024048,8.557632446,0.921977336,0.968594876,-999,11195
579,38:42.9,3.837921143,-1.283111572,8.816207886,0.921913216,0.968645877,-999,11217
580,38:42.9,4.296401978,-0.958694458,8.588760376,0.921840353,0.968703833,-999,11242
581,38:42.9,4.098892212,-1.629058838,8.472640991,0.921825781,0.968715424,-999,11247
582,38:43.0,3.582931519,-1.267532349,8.391235352,0.921770405,0.968759471,-999,11266
583,38:43.0,4.398162842,-1.328598022,8.457077026,0.921712114,0.968805835,-999,11286
584,38:43.0,3.587722778,-1.342956543,8.230819702,0.92164508,0.968859154,-999,11309
585,38:43.0,3.938476563,-1.360916138,8.306243896,0.921560559,0.968926383,-999,11338
586,38:43.0,3.981567383,-1.402816772,8.727615356,0.921534329,0.968947247,-999,11347
587,38:43.1,3.854675293,-1.521331787,8.387649536,0.921467295,0.969000566,-999,11370
588,38:43.1,3.843902588,-1.740402222,8.045272827,0.921414833,0.969042295,-999,11388
589,38:43.1,4.592086792,-1.714050293,8.495376587,0.92134197,0.96910025,-999,11413
590,38:43.1,4.188674927,-1.729614258,8.732406616,0.92128368,0.969146615,-999,11433
591,38:43.1,4.449630737,-1.705688477,8.504959106,0.921242876,0.96917907,-999,11447
592,38:43.2,4.197052002,-1.741592407,8.340957642,0.921184586,0.969225435,-999,11467
593,38:43.2,4.592086792,-1.251983643,9.125061035,0.921123381,0.969274117,-999,11488
594,38:43.2,4.586105347,-1.326202393,9.018508911,0.921065091,0.969320482,-999,11508
595,38:43.2,4.650741577,-1.298675537,9.737976074,0.921015544,0.969359892,-999,11525
596,38:43.2,4.492736816,-1.269927979,9.820571899,0.920954339,0.969408575,-999,11546
597,38:43.3,4.475967407,-1.299865723,8.986190796,0.920904792,0.969447985,-999,11563
598,38:43.3,4.568145752,-0.971862793,9.708053589,0.920843587,0.969496667,-999,11584
599,38:43.3,4.690246582,-1.292678833,8.999359131,0.920796955,0.969533759,-999,11600
600,38:43.3,4.019866943,-1.000595093,9.105911255,0.920738664,0.969580124,-999,11620
601,38:43.3,4.999099731,-0.998184204,9.652984619,0.920665801,0.969638079,-999,11645
602,38:43.4,4.328720093,-1.084381104,9.600311279,0.92061334,0.969679807,-999,11663
603,38:43.4,4.350280762,-0.944320679,9.160964966,0.920566708,0.969716899,-999,11679
604,38:43.4,3.924102783,-0.867706299,8.892822266,0.920508417,0.969763264,-999,11699
605,38:43.4,4.194656372,-0.937133789,9.266326904,0.920403494,0.96984672,-999,11735
606,38:43.5,4.136001587,-1.249588013,9.826568604,0.92021988,0.969992768,-999,11798
607,38:43.5,4.070159912,-1.299865723,9.333358765,0.920199478,0.970008996,-999,11805
608,38:43.5,3.337524414,-1.253173828,8.549255371,0.920181991,0.970022905,-999,11811
609,38:43.5,3.940872192,-1.159805298,8.81262207,0.920173247,0.97002986,-999,11814
610,38:43.5,3.778060913,-1.259155273,9.125061035,0.920152846,0.970046088,-999,11821
611,38:43.5,3.956436157,-1.333374023,8.536087036,0.920068324,0.970113316,-999,11850
612,38:43.5,3.640396118,-1.382461548,7.966262817,0.920047923,0.970129544,-999,11857
613,38:43.6,4.406539917,-1.357330322,7.996200562,0.919986718,0.970178227,-999,11878
614,38:43.6,4.455422083,-1.40471522,8.049072266,0.919944263,0.970200214,1000,11893
615,38:43.6,4.641174316,-1.584777832,8.249984741,0.919782934,0.970283764,-999,11950
616,38:43.6,4.199447632,-1.716461182,8.000976563,0.919774509,0.970287489,-999,11953
617,38:43.6,4.624404907,-1.657806396,8.030914307,0.919766085,0.970291213,-999,11956
618,38:43.7,4.374221802,-1.975021362,7.796279907,0.919746427,0.970299904,-999,11963
619,38:43.7,5.577301025,-1.825393677,8.319412231,0.91969588,0.97032225,-999,11981
